09:27:53.260 [main] INFO  GenCommands - 1000 6:2:3
14:00:51.310 [commands] INFO  GenCommands - 1000 7:6:2
14:00:52.311 [commands] INFO  GenCommands - 1000 10:8:7
14:00:53.315 [commands] INFO  GenCommands - 1000 6:1:2
14:00:56.914 [commands] INFO  GenCommands - 1000 4:8:5
14:00:57.919 [commands] INFO  GenCommands - 1000 10:7:4
14:00:58.923 [commands] INFO  GenCommands - 1000 5:7:7
14:00:59.937 [commands] INFO  GenCommands - 1000 6:3:4
14:01:00.945 [commands] INFO  GenCommands - 1000 4:2:4
14:01:01.957 [commands] INFO  GenCommands - 1000 10:2:1
14:01:02.958 [commands] INFO  GenCommands - 1000 8:2:6
14:01:03.966 [commands] INFO  GenCommands - 1000 3:1:8
14:01:04.978 [commands] INFO  GenCommands - 1000 7:4:1
14:01:05.981 [commands] INFO  GenCommands - 1000 8:2:2
14:01:06.986 [commands] INFO  GenCommands - 1000 7:1:1
14:01:07.992 [commands] INFO  GenCommands - 1000 1:9:8
14:01:08.999 [commands] INFO  GenCommands - 1000 2:9:8
14:01:10.009 [commands] INFO  GenCommands - 1000 10:7:2
14:01:11.017 [commands] INFO  GenCommands - 1000 1:4:1
14:01:12.028 [commands] INFO  GenCommands - 1000 1:1:1
14:01:13.037 [commands] INFO  GenCommands - 1000 8:7:2
14:01:14.049 [commands] INFO  GenCommands - 1000 5:5:2
14:01:15.057 [commands] INFO  GenCommands - 1000 10:5:2
14:01:16.063 [commands] INFO  GenCommands - 1000 5:9:6
14:01:19.710 [commands] INFO  GenCommands - 1000 8:7:5
14:01:20.716 [commands] INFO  GenCommands - 1000 9:5:1
14:01:21.723 [commands] INFO  GenCommands - 1000 3:10:1
14:01:22.728 [commands] INFO  GenCommands - 1000 10:3:8
14:01:23.732 [commands] INFO  GenCommands - 1000 1:8:7
14:01:24.742 [commands] INFO  GenCommands - 1000 1:8:6
14:02:19.512 [commands] INFO  GenCommands - 1000 4:5:5
14:02:20.518 [commands] INFO  GenCommands - 1000 6:1:2
14:02:21.525 [commands] INFO  GenCommands - 1000 10:7:2
14:02:22.536 [commands] INFO  GenCommands - 1000 7:7:8
14:02:23.543 [commands] INFO  GenCommands - 1000 1:4:4
14:02:24.550 [commands] INFO  GenCommands - 1000 5:3:6
14:02:25.555 [commands] INFO  GenCommands - 1000 9:4:6
14:05:51.558 [commands] INFO  GenCommands - 1000 5:6:1
14:05:52.567 [commands] INFO  GenCommands - 1000 3:10:7
14:05:53.574 [commands] INFO  GenCommands - 1000 8:8:4
14:05:54.577 [commands] INFO  GenCommands - 1000 7:7:2
14:05:55.586 [commands] INFO  GenCommands - 1000 1:8:4
14:05:56.591 [commands] INFO  GenCommands - 1000 2:7:4
14:05:57.598 [commands] INFO  GenCommands - 1000 7:1:8
14:05:58.603 [commands] INFO  GenCommands - 1000 8:10:4
14:05:59.610 [commands] INFO  GenCommands - 1000 3:3:4
14:06:00.614 [commands] INFO  GenCommands - 1000 2:4:6
14:07:09.355 [main] INFO  GenCommands - 1000 4:8:1
14:07:09.355 [commands] INFO  GenCommands - 1000 4:8:1
14:07:10.360 [main] INFO  GenCommands - 1000 9:4:2
14:07:10.361 [commands] INFO  GenCommands - 1000 2:4:8
14:07:11.363 [main] INFO  GenCommands - 1000 3:9:7
14:07:11.366 [commands] INFO  GenCommands - 1000 9:6:2
14:07:12.377 [main] INFO  GenCommands - 1000 4:7:5
14:07:12.377 [commands] INFO  GenCommands - 1000 6:10:2
14:07:13.390 [commands] INFO  GenCommands - 1000 5:2:7
14:07:13.390 [main] INFO  GenCommands - 1000 5:2:7
14:07:14.401 [commands] INFO  GenCommands - 1000 7:8:7
14:07:14.401 [main] INFO  GenCommands - 1000 3:4:8
14:08:03.168 [main] INFO  GenCommands - 1000 6:2:1
14:08:03.168 [commands] INFO  GenCommands - 1000 7:6:5
14:08:04.171 [main] INFO  GenCommands - 1000 3:2:3
14:08:04.171 [commands] INFO  GenCommands - 1000 3:2:3
14:08:05.180 [main] INFO  GenCommands - 1000 10:9:2
14:08:05.180 [commands] INFO  GenCommands - 1000 7:5:4
14:08:06.185 [commands] INFO  GenCommands - 1000 6:10:6
14:08:06.185 [main] INFO  GenCommands - 1000 6:10:6
14:08:07.190 [main] INFO  GenCommands - 1000 4:10:3
14:08:07.190 [commands] INFO  GenCommands - 1000 8:4:2
14:08:08.203 [commands] INFO  GenCommands - 1000 2:4:3
14:08:08.203 [main] INFO  GenCommands - 1000 3:9:7
14:08:09.214 [main] INFO  GenCommands - 1000 10:7:6
14:08:09.214 [commands] INFO  GenCommands - 1000 4:7:1
14:08:10.224 [main] INFO  GenCommands - 1000 8:10:2
14:08:10.224 [commands] INFO  GenCommands - 1000 8:10:2
14:08:11.238 [main] INFO  GenCommands - 1000 10:6:8
14:08:11.238 [commands] INFO  GenCommands - 1000 10:6:8
14:08:12.240 [main] INFO  GenCommands - 1000 2:7:3
14:08:12.240 [commands] INFO  GenCommands - 1000 4:8:3
14:08:13.253 [main] INFO  GenCommands - 1000 9:3:8
14:08:13.253 [commands] INFO  GenCommands - 1000 2:10:6
14:08:14.259 [commands] INFO  GenCommands - 1000 10:10:3
14:08:14.259 [main] INFO  GenCommands - 1000 5:8:4
14:08:23.117 [commands] INFO  GenCommands - 1000 1:4:5
14:08:23.117 [main] INFO  GenCommands - 1000 1:4:5
14:08:24.127 [commands] INFO  GenCommands - 1000 8:4:5
14:08:24.127 [main] INFO  GenCommands - 1000 5:10:8
14:08:25.142 [commands] INFO  GenCommands - 1000 8:1:6
14:08:25.142 [main] INFO  GenCommands - 1000 9:9:5
14:08:26.144 [main] INFO  GenCommands - 1000 10:3:4
14:08:26.146 [commands] INFO  GenCommands - 1000 8:5:4
14:08:27.145 [main] INFO  GenCommands - 1000 1:1:5
14:08:27.159 [commands] INFO  GenCommands - 1000 10:3:7
14:08:28.155 [main] INFO  GenCommands - 1000 4:4:8
14:08:28.170 [commands] INFO  GenCommands - 1000 9:5:2
14:08:29.160 [main] INFO  GenCommands - 1000 2:4:7
14:08:29.176 [commands] INFO  GenCommands - 1000 3:6:1
14:08:30.165 [main] INFO  GenCommands - 1000 8:8:2
14:08:30.181 [commands] INFO  GenCommands - 1000 4:7:2
14:08:31.179 [main] INFO  GenCommands - 1000 10:7:6
14:08:31.194 [commands] INFO  GenCommands - 1000 10:9:6
14:08:32.194 [main] INFO  GenCommands - 1000 3:6:7
14:08:32.209 [commands] INFO  GenCommands - 1000 5:10:8
14:08:33.200 [main] INFO  GenCommands - 1000 6:6:1
14:08:33.215 [commands] INFO  GenCommands - 1000 1:3:5
14:08:34.210 [main] INFO  GenCommands - 1000 4:10:2
14:08:34.226 [commands] INFO  GenCommands - 1000 7:2:5
14:08:35.213 [main] INFO  GenCommands - 1000 4:3:6
14:08:35.229 [commands] INFO  GenCommands - 1000 4:8:3
14:08:36.215 [main] INFO  GenCommands - 1000 5:10:4
14:08:36.231 [commands] INFO  GenCommands - 1000 6:6:8
14:08:37.227 [main] INFO  GenCommands - 1000 2:5:6
14:08:37.243 [commands] INFO  GenCommands - 1000 9:3:6
14:08:38.238 [main] INFO  GenCommands - 1000 7:9:7
14:08:38.254 [commands] INFO  GenCommands - 1000 4:7:5
14:08:39.243 [main] INFO  GenCommands - 1000 7:1:7
14:08:39.259 [commands] INFO  GenCommands - 1000 10:6:8
14:08:40.249 [main] INFO  GenCommands - 1000 7:7:4
14:08:40.265 [commands] INFO  GenCommands - 1000 7:1:1
14:08:41.251 [main] INFO  GenCommands - 1000 7:10:1
14:08:41.267 [commands] INFO  GenCommands - 1000 4:10:2
14:08:42.266 [main] INFO  GenCommands - 1000 10:7:2
14:08:42.282 [commands] INFO  GenCommands - 1000 7:2:2
14:08:43.274 [main] INFO  GenCommands - 1000 6:6:8
14:08:43.290 [commands] INFO  GenCommands - 1000 6:5:2
14:08:44.284 [main] INFO  GenCommands - 1000 10:7:8
14:08:44.300 [commands] INFO  GenCommands - 1000 10:10:1
14:08:45.287 [main] INFO  GenCommands - 1000 2:5:2
14:08:45.302 [commands] INFO  GenCommands - 1000 2:3:3
14:08:46.289 [main] INFO  GenCommands - 1000 6:9:3
14:08:46.304 [commands] INFO  GenCommands - 1000 6:1:1
14:08:47.294 [main] INFO  GenCommands - 1000 4:10:4
14:08:47.310 [commands] INFO  GenCommands - 1000 7:7:2
14:08:48.299 [main] INFO  GenCommands - 1000 3:1:7
14:08:48.314 [commands] INFO  GenCommands - 1000 5:6:1
14:08:49.299 [main] INFO  GenCommands - 1000 9:10:5
14:08:49.315 [commands] INFO  GenCommands - 1000 1:6:1
14:08:50.308 [main] INFO  GenCommands - 1000 4:6:2
14:08:50.324 [commands] INFO  GenCommands - 1000 7:6:7
14:08:51.322 [main] INFO  GenCommands - 1000 5:7:2
14:08:51.338 [commands] INFO  GenCommands - 1000 9:6:4
14:08:52.337 [main] INFO  GenCommands - 1000 9:5:7
14:08:52.352 [commands] INFO  GenCommands - 1000 2:1:1
14:08:53.345 [main] INFO  GenCommands - 1000 9:10:2
14:08:53.361 [commands] INFO  GenCommands - 1000 1:3:8
14:09:23.163 [main] INFO  GenCommands - 1000 1:2:4
14:09:23.163 [commands] INFO  GenCommands - 1000 1:2:4
14:09:24.174 [main] INFO  GenCommands - 1000 6:6:6
14:09:24.174 [commands] INFO  GenCommands - 1000 2:2:1
14:09:25.184 [commands] INFO  GenCommands - 1000 9:6:5
14:09:25.184 [main] INFO  GenCommands - 1000 7:2:3
14:09:26.189 [main] INFO  GenCommands - 1000 6:1:8
14:09:26.189 [commands] INFO  GenCommands - 1000 8:2:7
14:09:27.203 [commands] INFO  GenCommands - 1000 2:4:1
14:09:27.203 [main] INFO  GenCommands - 1000 7:6:4
14:09:28.208 [main] INFO  GenCommands - 1000 2:1:8
14:09:28.208 [commands] INFO  GenCommands - 1000 4:5:3
14:09:29.214 [main] INFO  GenCommands - 1000 10:6:4
14:09:29.214 [commands] INFO  GenCommands - 1000 3:7:3
14:09:30.229 [main] INFO  GenCommands - 1000 1:2:5
14:09:30.229 [commands] INFO  GenCommands - 1000 3:1:5
14:09:31.235 [main] INFO  GenCommands - 1000 5:1:1
14:09:31.235 [commands] INFO  GenCommands - 1000 10:6:5
14:09:32.242 [commands] INFO  GenCommands - 1000 9:6:2
14:09:32.242 [main] INFO  GenCommands - 1000 3:10:6
14:09:33.244 [commands] INFO  GenCommands - 1000 7:3:3
14:09:33.244 [main] INFO  GenCommands - 1000 2:9:5
14:09:34.258 [commands] INFO  GenCommands - 1000 7:9:7
14:09:34.258 [main] INFO  GenCommands - 1000 1:7:5
14:09:35.265 [commands] INFO  GenCommands - 1000 6:2:4
14:09:35.265 [main] INFO  GenCommands - 1000 8:7:7
14:09:36.272 [commands] INFO  GenCommands - 1000 4:2:7
14:09:36.272 [main] INFO  GenCommands - 1000 9:3:1
14:09:37.276 [commands] INFO  GenCommands - 1000 6:8:2
14:09:37.276 [main] INFO  GenCommands - 1000 10:5:8
14:09:38.282 [commands] INFO  GenCommands - 1000 9:9:8
14:09:38.282 [main] INFO  GenCommands - 1000 9:9:8
14:09:39.286 [commands] INFO  GenCommands - 1000 4:1:6
14:09:39.286 [main] INFO  GenCommands - 1000 7:5:4
14:09:40.288 [commands] INFO  GenCommands - 1000 3:9:1
14:09:40.289 [main] INFO  GenCommands - 1000 8:5:1
14:09:41.289 [commands] INFO  GenCommands - 1000 3:3:5
14:09:41.299 [main] INFO  GenCommands - 1000 6:6:5
14:09:42.293 [commands] INFO  GenCommands - 1000 6:4:1
14:09:42.309 [main] INFO  GenCommands - 1000 6:5:3
14:09:43.296 [commands] INFO  GenCommands - 1000 1:2:4
14:09:43.312 [main] INFO  GenCommands - 1000 8:3:5
14:09:44.301 [commands] INFO  GenCommands - 1000 8:5:4
14:09:44.317 [main] INFO  GenCommands - 1000 7:3:4
14:09:45.304 [commands] INFO  GenCommands - 1000 2:5:2
14:09:45.332 [main] INFO  GenCommands - 1000 7:8:4
14:09:46.309 [commands] INFO  GenCommands - 1000 4:4:7
14:09:46.341 [main] INFO  GenCommands - 1000 10:2:7
14:09:47.312 [commands] INFO  GenCommands - 1000 3:7:7
14:09:47.343 [main] INFO  GenCommands - 1000 5:1:5
14:09:48.326 [commands] INFO  GenCommands - 1000 2:3:7
14:09:48.358 [main] INFO  GenCommands - 1000 9:10:6
14:09:49.332 [commands] INFO  GenCommands - 1000 5:5:5
14:09:49.364 [main] INFO  GenCommands - 1000 4:6:8
14:09:50.335 [commands] INFO  GenCommands - 1000 1:2:3
14:09:50.367 [main] INFO  GenCommands - 1000 6:5:1
14:09:51.345 [commands] INFO  GenCommands - 1000 9:5:6
14:09:51.377 [main] INFO  GenCommands - 1000 3:10:8
14:09:52.348 [commands] INFO  GenCommands - 1000 10:9:3
14:09:52.379 [main] INFO  GenCommands - 1000 3:10:5
14:09:53.354 [commands] INFO  GenCommands - 1000 3:8:8
14:09:53.386 [main] INFO  GenCommands - 1000 8:3:1
14:09:54.358 [commands] INFO  GenCommands - 1000 3:9:7
14:09:54.401 [main] INFO  GenCommands - 1000 6:8:1
14:09:55.363 [commands] INFO  GenCommands - 1000 7:4:5
14:09:55.411 [main] INFO  GenCommands - 1000 3:9:4
14:09:56.373 [commands] INFO  GenCommands - 1000 7:1:1
14:09:56.419 [main] INFO  GenCommands - 1000 5:2:8
14:09:57.376 [commands] INFO  GenCommands - 1000 5:8:1
14:09:57.423 [main] INFO  GenCommands - 1000 2:2:8
14:09:58.383 [commands] INFO  GenCommands - 1000 5:6:5
14:09:58.431 [main] INFO  GenCommands - 1000 5:5:2
14:09:59.392 [commands] INFO  GenCommands - 1000 6:1:6
14:09:59.440 [main] INFO  GenCommands - 1000 3:6:3
14:10:00.406 [commands] INFO  GenCommands - 1000 1:8:6
14:10:00.454 [main] INFO  GenCommands - 1000 5:7:8
14:10:01.414 [commands] INFO  GenCommands - 1000 5:3:6
14:10:01.461 [main] INFO  GenCommands - 1000 6:9:8
14:10:02.417 [commands] INFO  GenCommands - 1000 3:3:8
14:10:02.464 [main] INFO  GenCommands - 1000 2:10:7
14:10:03.428 [commands] INFO  GenCommands - 1000 1:3:7
14:10:03.474 [main] INFO  GenCommands - 1000 6:1:3
14:10:04.434 [commands] INFO  GenCommands - 1000 2:1:4
14:10:04.480 [main] INFO  GenCommands - 1000 5:6:5
14:10:05.437 [commands] INFO  GenCommands - 1000 8:2:2
14:10:05.482 [main] INFO  GenCommands - 1000 2:3:1
14:10:06.445 [commands] INFO  GenCommands - 1000 1:6:2
14:10:06.493 [main] INFO  GenCommands - 1000 8:3:7
14:10:07.459 [commands] INFO  GenCommands - 1000 6:10:1
14:10:07.505 [main] INFO  GenCommands - 1000 1:5:5
14:10:08.470 [commands] INFO  GenCommands - 1000 6:2:2
14:10:08.516 [main] INFO  GenCommands - 1000 6:1:2
14:10:09.482 [commands] INFO  GenCommands - 1000 1:10:6
14:10:09.530 [main] INFO  GenCommands - 1000 9:7:4
14:10:10.496 [commands] INFO  GenCommands - 1000 6:8:2
14:10:10.543 [main] INFO  GenCommands - 1000 8:5:1
14:10:11.509 [commands] INFO  GenCommands - 1000 9:9:2
14:10:11.557 [main] INFO  GenCommands - 1000 4:4:7
14:10:12.521 [commands] INFO  GenCommands - 1000 1:10:3
14:10:12.568 [main] INFO  GenCommands - 1000 2:3:4
14:10:13.529 [commands] INFO  GenCommands - 1000 6:2:1
14:10:13.577 [main] INFO  GenCommands - 1000 7:10:1
14:10:14.543 [commands] INFO  GenCommands - 1000 2:6:3
14:10:14.589 [main] INFO  GenCommands - 1000 1:3:4
14:10:15.553 [commands] INFO  GenCommands - 1000 1:7:1
14:10:15.601 [main] INFO  GenCommands - 1000 10:8:8
14:10:16.558 [commands] INFO  GenCommands - 1000 1:7:6
14:10:16.606 [main] INFO  GenCommands - 1000 2:7:5
14:10:17.560 [commands] INFO  GenCommands - 1000 8:8:2
14:10:17.610 [main] INFO  GenCommands - 1000 2:6:7
14:10:18.562 [commands] INFO  GenCommands - 1000 8:4:3
14:10:18.623 [main] INFO  GenCommands - 1000 4:9:2
14:10:19.573 [commands] INFO  GenCommands - 1000 3:8:6
14:10:19.637 [main] INFO  GenCommands - 1000 10:9:8
14:10:20.582 [commands] INFO  GenCommands - 1000 3:9:5
14:10:20.646 [main] INFO  GenCommands - 1000 1:1:5
14:10:21.592 [commands] INFO  GenCommands - 1000 10:5:3
14:10:21.656 [main] INFO  GenCommands - 1000 4:7:5
14:10:22.595 [commands] INFO  GenCommands - 1000 7:3:5
14:10:22.671 [main] INFO  GenCommands - 1000 2:8:7
14:10:23.607 [commands] INFO  GenCommands - 1000 5:4:7
14:10:23.685 [main] INFO  GenCommands - 1000 8:10:1
14:10:24.610 [commands] INFO  GenCommands - 1000 1:4:6
14:10:24.688 [main] INFO  GenCommands - 1000 6:7:5
14:10:25.625 [commands] INFO  GenCommands - 1000 3:1:2
14:10:25.703 [main] INFO  GenCommands - 1000 1:6:5
14:10:26.630 [commands] INFO  GenCommands - 1000 2:9:7
14:10:26.708 [main] INFO  GenCommands - 1000 5:3:5
14:10:27.633 [commands] INFO  GenCommands - 1000 9:4:5
14:10:27.712 [main] INFO  GenCommands - 1000 8:9:2
14:10:28.639 [commands] INFO  GenCommands - 1000 9:9:1
14:10:28.716 [main] INFO  GenCommands - 1000 6:3:2
14:10:29.641 [commands] INFO  GenCommands - 1000 6:10:8
14:10:29.719 [main] INFO  GenCommands - 1000 8:7:3
14:10:30.642 [commands] INFO  GenCommands - 1000 7:8:3
14:10:30.722 [main] INFO  GenCommands - 1000 2:1:1
14:10:31.643 [commands] INFO  GenCommands - 1000 4:10:3
14:10:31.735 [main] INFO  GenCommands - 1000 2:7:1
14:10:32.656 [commands] INFO  GenCommands - 1000 8:7:8
14:10:32.736 [main] INFO  GenCommands - 1000 9:3:4
14:10:33.666 [commands] INFO  GenCommands - 1000 2:4:1
14:10:33.746 [main] INFO  GenCommands - 1000 5:1:3
14:10:34.668 [commands] INFO  GenCommands - 1000 5:8:6
14:10:34.749 [main] INFO  GenCommands - 1000 8:9:6
14:10:35.672 [commands] INFO  GenCommands - 1000 5:3:2
14:10:35.750 [main] INFO  GenCommands - 1000 6:4:8
14:10:36.687 [commands] INFO  GenCommands - 1000 6:5:8
14:10:36.765 [main] INFO  GenCommands - 1000 8:8:7
14:10:37.696 [commands] INFO  GenCommands - 1000 5:8:6
14:10:37.774 [main] INFO  GenCommands - 1000 5:5:8
14:10:38.702 [commands] INFO  GenCommands - 1000 4:3:5
14:10:38.779 [main] INFO  GenCommands - 1000 7:7:4
14:10:39.704 [commands] INFO  GenCommands - 1000 6:6:8
14:10:39.783 [main] INFO  GenCommands - 1000 7:7:2
14:10:40.705 [commands] INFO  GenCommands - 1000 7:4:6
14:10:40.785 [main] INFO  GenCommands - 1000 6:3:4
14:10:41.712 [commands] INFO  GenCommands - 1000 9:3:5
14:10:41.790 [main] INFO  GenCommands - 1000 8:3:3
14:10:42.713 [commands] INFO  GenCommands - 1000 10:7:1
14:10:42.791 [main] INFO  GenCommands - 1000 1:1:5
14:10:43.722 [commands] INFO  GenCommands - 1000 4:8:6
14:10:43.799 [main] INFO  GenCommands - 1000 2:8:4
14:10:44.728 [commands] INFO  GenCommands - 1000 3:9:7
14:10:44.807 [main] INFO  GenCommands - 1000 5:4:6
14:10:45.735 [commands] INFO  GenCommands - 1000 3:9:5
14:10:45.814 [main] INFO  GenCommands - 1000 10:3:5
14:10:46.737 [commands] INFO  GenCommands - 1000 8:3:5
14:10:46.815 [main] INFO  GenCommands - 1000 8:5:1
14:10:47.752 [commands] INFO  GenCommands - 1000 2:10:1
14:10:47.818 [main] INFO  GenCommands - 1000 2:8:8
14:10:48.759 [commands] INFO  GenCommands - 1000 9:5:4
14:10:48.822 [main] INFO  GenCommands - 1000 3:8:8
14:10:49.771 [commands] INFO  GenCommands - 1000 3:7:2
14:10:49.835 [main] INFO  GenCommands - 1000 7:4:1
14:10:50.781 [commands] INFO  GenCommands - 1000 9:7:2
14:10:50.845 [main] INFO  GenCommands - 1000 5:6:7
14:10:51.787 [commands] INFO  GenCommands - 1000 8:8:3
14:10:51.851 [main] INFO  GenCommands - 1000 6:6:7
14:10:52.788 [commands] INFO  GenCommands - 1000 9:10:2
14:10:52.851 [main] INFO  GenCommands - 1000 9:5:6
14:10:53.801 [commands] INFO  GenCommands - 1000 3:8:2
14:10:53.863 [main] INFO  GenCommands - 1000 8:8:8
14:10:54.809 [commands] INFO  GenCommands - 1000 6:3:7
14:10:54.871 [main] INFO  GenCommands - 1000 3:5:1
14:10:55.819 [commands] INFO  GenCommands - 1000 8:3:6
14:10:55.883 [main] INFO  GenCommands - 1000 10:10:1
14:10:56.822 [commands] INFO  GenCommands - 1000 9:9:4
14:10:56.887 [main] INFO  GenCommands - 1000 4:1:5
14:10:57.829 [commands] INFO  GenCommands - 1000 2:4:5
14:10:57.893 [main] INFO  GenCommands - 1000 2:7:1
14:10:58.833 [commands] INFO  GenCommands - 1000 8:1:5
14:10:58.896 [main] INFO  GenCommands - 1000 3:7:8
14:10:59.847 [commands] INFO  GenCommands - 1000 10:6:6
14:10:59.911 [main] INFO  GenCommands - 1000 9:8:3
14:11:00.853 [commands] INFO  GenCommands - 1000 2:2:6
14:11:00.915 [main] INFO  GenCommands - 1000 1:8:7
14:11:01.859 [commands] INFO  GenCommands - 1000 8:8:5
14:11:01.922 [main] INFO  GenCommands - 1000 2:8:1
14:11:02.863 [commands] INFO  GenCommands - 1000 2:1:4
14:11:02.925 [main] INFO  GenCommands - 1000 2:6:8
14:11:03.872 [commands] INFO  GenCommands - 1000 2:10:4
14:11:03.934 [main] INFO  GenCommands - 1000 5:1:3
14:11:04.885 [commands] INFO  GenCommands - 1000 3:3:1
14:11:04.948 [main] INFO  GenCommands - 1000 3:2:2
14:11:05.893 [commands] INFO  GenCommands - 1000 5:1:1
14:11:05.957 [main] INFO  GenCommands - 1000 1:3:5
14:11:06.903 [commands] INFO  GenCommands - 1000 5:10:2
14:11:06.968 [main] INFO  GenCommands - 1000 5:9:7
14:11:07.915 [commands] INFO  GenCommands - 1000 8:5:6
14:11:07.978 [main] INFO  GenCommands - 1000 4:8:3
14:11:08.918 [commands] INFO  GenCommands - 1000 1:1:7
14:11:08.993 [main] INFO  GenCommands - 1000 8:4:5
14:11:14.581 [main] INFO  GenCommands - 1000 3:6:5
14:11:14.581 [commands] INFO  GenCommands - 1000 3:4:3
14:11:15.587 [main] INFO  GenCommands - 1000 4:9:7
14:11:15.587 [commands] INFO  GenCommands - 1000 2:2:3
14:11:16.592 [commands] INFO  GenCommands - 1000 4:9:1
14:11:16.592 [main] INFO  GenCommands - 1000 3:3:5
14:11:17.598 [commands] INFO  GenCommands - 1000 9:4:5
14:11:17.598 [main] INFO  GenCommands - 1000 5:8:2
14:11:18.601 [main] INFO  GenCommands - 1000 3:1:3
14:11:18.601 [commands] INFO  GenCommands - 1000 1:9:1
14:11:19.605 [commands] INFO  GenCommands - 1000 2:10:6
14:11:19.605 [main] INFO  GenCommands - 1000 8:7:6
14:11:20.618 [commands] INFO  GenCommands - 1000 4:9:3
14:11:20.618 [main] INFO  GenCommands - 1000 9:7:1
14:11:21.626 [commands] INFO  GenCommands - 1000 4:9:8
14:11:21.626 [main] INFO  GenCommands - 1000 3:10:1
14:11:22.629 [commands] INFO  GenCommands - 1000 5:1:1
14:11:22.629 [main] INFO  GenCommands - 1000 2:8:5
14:11:23.634 [main] INFO  GenCommands - 1000 7:5:4
14:11:23.634 [commands] INFO  GenCommands - 1000 5:5:3
14:11:24.639 [main] INFO  GenCommands - 1000 4:6:8
14:11:24.639 [commands] INFO  GenCommands - 1000 4:6:8
14:11:25.644 [commands] INFO  GenCommands - 1000 7:5:5
14:11:25.644 [main] INFO  GenCommands - 1000 4:4:2
14:11:26.656 [commands] INFO  GenCommands - 1000 4:8:6
14:11:26.656 [main] INFO  GenCommands - 1000 9:1:1
14:11:27.664 [commands] INFO  GenCommands - 1000 5:7:4
14:11:27.664 [main] INFO  GenCommands - 1000 4:5:7
14:11:28.680 [main] INFO  GenCommands - 1000 6:7:5
14:11:28.680 [commands] INFO  GenCommands - 1000 7:5:2
14:11:29.685 [commands] INFO  GenCommands - 1000 2:7:4
14:11:29.685 [main] INFO  GenCommands - 1000 2:7:3
14:11:30.689 [commands] INFO  GenCommands - 1000 3:4:7
14:11:30.689 [main] INFO  GenCommands - 1000 6:5:7
14:11:31.699 [commands] INFO  GenCommands - 1000 6:5:7
14:11:31.699 [main] INFO  GenCommands - 1000 4:7:7
14:11:32.706 [main] INFO  GenCommands - 1000 7:2:1
14:11:32.706 [commands] INFO  GenCommands - 1000 6:9:3
14:11:33.713 [main] INFO  GenCommands - 1000 5:10:1
14:11:33.713 [commands] INFO  GenCommands - 1000 3:3:7
14:11:34.714 [main] INFO  GenCommands - 1000 9:5:2
14:11:34.714 [commands] INFO  GenCommands - 1000 7:9:4
14:11:35.719 [main] INFO  GenCommands - 1000 9:2:7
14:11:35.719 [commands] INFO  GenCommands - 1000 3:5:8
14:11:36.726 [commands] INFO  GenCommands - 1000 5:9:8
14:11:36.726 [main] INFO  GenCommands - 1000 8:1:1
14:11:37.733 [main] INFO  GenCommands - 1000 2:1:6
14:11:37.733 [commands] INFO  GenCommands - 1000 1:4:4
14:11:38.739 [commands] INFO  GenCommands - 1000 1:5:2
14:11:38.739 [main] INFO  GenCommands - 1000 9:6:2
14:11:39.753 [main] INFO  GenCommands - 1000 3:5:5
14:11:39.753 [commands] INFO  GenCommands - 1000 3:5:5
14:14:36.711 [main] INFO  GenCommands - 1000 9:5:8
14:14:36.711 [commands] INFO  GenCommands - 1000 1:4:8
14:14:37.723 [main] INFO  GenCommands - 1000 6:4:6
14:14:37.723 [commands] INFO  GenCommands - 1000 7:10:2
14:14:38.732 [main] INFO  GenCommands - 1000 4:5:7
14:14:38.732 [commands] INFO  GenCommands - 1000 8:4:8
14:14:39.744 [main] INFO  GenCommands - 1000 6:7:3
14:14:39.744 [commands] INFO  GenCommands - 1000 6:7:3
14:14:40.745 [main] INFO  GenCommands - 1000 8:2:8
14:14:40.745 [commands] INFO  GenCommands - 1000 5:9:7
14:17:55.348 [main] INFO  GenCommands - 1000 9:9:1
14:17:55.348 [commands] INFO  GenCommands - 1000 6:1:1
14:17:56.355 [commands] INFO  GenCommands - 1000 7:10:4
14:17:56.355 [main] INFO  GenCommands - 1000 2:5:1
14:17:57.360 [main] INFO  GenCommands - 1000 7:4:7
14:17:57.360 [commands] INFO  GenCommands - 1000 7:6:4
14:33:12.827 [main] INFO  GenCommands - 1000 5:10:7
14:33:12.827 [commands] INFO  GenCommands - 1000 7:6:5
14:33:13.838 [commands] INFO  GenCommands - 1000 2:10:6
14:33:13.838 [main] INFO  GenCommands - 1000 2:9:7
14:33:14.850 [commands] INFO  GenCommands - 1000 3:1:5
14:33:14.850 [main] INFO  GenCommands - 1000 6:5:3
14:33:15.857 [main] INFO  GenCommands - 1000 3:2:4
14:33:15.857 [commands] INFO  GenCommands - 1000 4:2:8
14:33:16.863 [commands] INFO  GenCommands - 1000 3:10:8
14:33:16.863 [main] INFO  GenCommands - 1000 3:10:8
14:33:17.866 [main] INFO  GenCommands - 1000 1:4:6
14:33:17.866 [commands] INFO  GenCommands - 1000 6:10:1
14:33:18.867 [commands] INFO  GenCommands - 1000 2:5:3
14:33:18.867 [main] INFO  GenCommands - 1000 2:5:3
14:33:19.869 [main] INFO  GenCommands - 1000 4:5:5
14:33:19.869 [commands] INFO  GenCommands - 1000 4:5:5
14:33:20.883 [main] INFO  GenCommands - 1000 9:9:4
14:33:20.883 [commands] INFO  GenCommands - 1000 1:4:2
