13:09:18.243 [commands] INFO  GenCommands - 9:10:8
22:26:08.262 [commands] INFO  GenCommands - 08:26 7:2:3
22:26:13.274 [commands] INFO  GenCommands - 13:26 3:7:3
22:26:18.281 [commands] INFO  GenCommands - 18:26 0:2:1
22:26:23.282 [commands] INFO  GenCommands - 23:26 4:1:4
22:26:28.291 [commands] INFO  GenCommands - 28:26 4:1:7
22:26:42.121 [commands] INFO  GenCommands - 42:26 3:8:5
22:26:47.133 [commands] INFO  GenCommands - 47:26 2:1:5
22:26:52.142 [commands] INFO  GenCommands - 52:26 7:8:8
22:26:57.149 [commands] INFO  GenCommands - 57:26 3:0:6
22:27:02.159 [commands] INFO  GenCommands - 02:27 0:3:3
22:27:07.164 [commands] INFO  GenCommands - 07:27 5:2:2
22:27:12.174 [commands] INFO  GenCommands - 12:27 2:6:4
22:27:17.179 [commands] INFO  GenCommands - 17:27 7:4:6
22:27:22.188 [commands] INFO  GenCommands - 22:27 3:1:2
22:27:27.191 [commands] INFO  GenCommands - 27:27 3:0:2
22:27:32.202 [commands] INFO  GenCommands - 32:27 7:8:6
22:27:37.216 [commands] INFO  GenCommands - 37:27 7:4:6
22:28:05.862 [commands] INFO  GenCommands - 05:28 1:4:3
22:28:10.866 [commands] INFO  GenCommands - 10:28 0:8:2
22:28:15.873 [commands] INFO  GenCommands - 15:28 6:1:8
22:28:20.877 [commands] INFO  GenCommands - 20:28 1:4:8
22:28:25.885 [commands] INFO  GenCommands - 25:28 7:6:5
22:28:30.889 [commands] INFO  GenCommands - 30:28 7:3:1
22:28:35.900 [commands] INFO  GenCommands - 35:28 8:6:2
22:28:40.909 [commands] INFO  GenCommands - 40:28 0:5:2
22:28:45.911 [commands] INFO  GenCommands - 45:28 1:3:6
22:28:50.924 [commands] INFO  GenCommands - 50:28 4:5:4
22:28:55.938 [commands] INFO  GenCommands - 55:28 6:4:8
22:29:00.950 [commands] INFO  GenCommands - 00:29 8:7:3
22:34:02.772 [commands] INFO  GenCommands - 02:34 8:0:3
22:34:07.786 [commands] INFO  GenCommands - 07:34 6:4:7
22:34:12.799 [commands] INFO  GenCommands - 12:34 6:8:4
22:34:17.809 [commands] INFO  GenCommands - 17:34 7:2:6
22:34:22.812 [commands] INFO  GenCommands - 22:34 3:5:4
22:34:27.823 [commands] INFO  GenCommands - 27:34 1:0:2
22:34:40.405 [commands] INFO  GenCommands - 40:34 6:3:3
22:34:45.422 [commands] INFO  GenCommands - 45:34 0:6:5
22:34:50.434 [commands] INFO  GenCommands - 50:34 0:1:3
22:34:55.441 [commands] INFO  GenCommands - 55:34 4:7:7
22:35:00.449 [commands] INFO  GenCommands - 00:35 1:3:2
22:35:05.462 [commands] INFO  GenCommands - 05:35 6:4:6
22:35:10.471 [commands] INFO  GenCommands - 10:35 7:8:2
22:35:15.484 [commands] INFO  GenCommands - 15:35 3:0:8
22:35:20.486 [commands] INFO  GenCommands - 20:35 6:7:1
22:36:06.086 [commands] INFO  GenCommands - 06:36 0:6:2
22:36:11.103 [commands] INFO  GenCommands - 11:36 2:5:8
22:36:16.113 [commands] INFO  GenCommands - 16:36 4:0:1
22:36:21.120 [commands] INFO  GenCommands - 21:36 3:7:3
22:36:26.129 [commands] INFO  GenCommands - 26:36 6:3:8
22:36:29.723 [commands] INFO  GenCommands - 29:36 0:5:6
22:36:34.737 [commands] INFO  GenCommands - 34:36 0:2:3
22:36:39.742 [commands] INFO  GenCommands - 39:36 3:4:8
22:36:44.746 [commands] INFO  GenCommands - 44:36 3:0:3
22:36:49.749 [commands] INFO  GenCommands - 49:36 4:2:2
22:36:54.762 [commands] INFO  GenCommands - 54:36 6:0:4
22:36:59.774 [commands] INFO  GenCommands - 59:36 8:2:1
22:37:04.777 [commands] INFO  GenCommands - 04:37 8:6:8
22:37:09.792 [commands] INFO  GenCommands - 09:37 2:0:3
22:37:14.804 [commands] INFO  GenCommands - 14:37 4:5:4
22:37:19.814 [commands] INFO  GenCommands - 19:37 2:0:4
22:38:15.867 [commands] INFO  GenCommands - 15:38 3:5:5
22:38:20.873 [commands] INFO  GenCommands - 20:38 4:8:2
22:38:25.882 [commands] INFO  GenCommands - 25:38 1:7:1
22:38:30.894 [commands] INFO  GenCommands - 30:38 7:2:7
22:38:35.900 [commands] INFO  GenCommands - 35:38 0:1:4
22:38:40.906 [commands] INFO  GenCommands - 40:38 6:0:6
22:38:45.909 [commands] INFO  GenCommands - 45:38 6:7:5
22:38:50.914 [commands] INFO  GenCommands - 50:38 0:7:5
22:38:55.927 [commands] INFO  GenCommands - 55:38 2:6:3
22:39:00.930 [commands] INFO  GenCommands - 00:39 0:5:1
22:39:05.933 [commands] INFO  GenCommands - 05:39 2:3:5
22:39:10.940 [commands] INFO  GenCommands - 10:39 1:7:1
22:39:15.953 [commands] INFO  GenCommands - 15:39 7:8:7
22:39:20.957 [commands] INFO  GenCommands - 20:39 5:7:1
22:39:25.962 [commands] INFO  GenCommands - 25:39 3:7:8
22:40:35.710 [commands] INFO  GenCommands - 35:40 8:2:6
22:40:40.715 [commands] INFO  GenCommands - 40:40 2:6:4
22:40:45.716 [commands] INFO  GenCommands - 45:40 7:1:4
22:40:50.721 [commands] INFO  GenCommands - 50:40 3:7:3
22:40:55.727 [commands] INFO  GenCommands - 55:40 1:6:5
22:41:00.734 [commands] INFO  GenCommands - 00:41 4:2:4
22:41:05.736 [commands] INFO  GenCommands - 05:41 5:2:7
22:41:10.741 [commands] INFO  GenCommands - 10:41 4:8:5
22:41:15.750 [commands] INFO  GenCommands - 15:41 1:8:6
22:41:20.754 [commands] INFO  GenCommands - 20:41 2:5:7
22:41:25.769 [commands] INFO  GenCommands - 25:41 6:2:6
22:41:30.781 [commands] INFO  GenCommands - 30:41 7:6:4
22:41:35.787 [commands] INFO  GenCommands - 35:41 1:7:8
22:41:40.803 [commands] INFO  GenCommands - 40:41 3:6:3
22:41:45.804 [commands] INFO  GenCommands - 45:41 5:7:3
22:41:50.818 [commands] INFO  GenCommands - 50:41 7:0:8
22:41:55.828 [commands] INFO  GenCommands - 55:41 8:3:7
22:42:00.835 [commands] INFO  GenCommands - 00:42 3:5:7
22:42:05.838 [commands] INFO  GenCommands - 05:42 4:3:5
22:42:10.854 [commands] INFO  GenCommands - 10:42 5:4:2
22:42:15.861 [commands] INFO  GenCommands - 15:42 6:0:4
22:42:20.863 [commands] INFO  GenCommands - 20:42 0:2:6
22:42:25.866 [commands] INFO  GenCommands - 25:42 5:4:1
22:42:30.877 [commands] INFO  GenCommands - 30:42 6:7:2
22:42:35.892 [commands] INFO  GenCommands - 35:42 0:2:2
22:54:10.704 [commands] INFO  GenCommands - 10:54 6:4:5
22:54:15.721 [commands] INFO  GenCommands - 15:54 5:7:1
22:54:57.401 [commands] INFO  GenCommands - 57:54 1:5:7
22:55:02.408 [commands] INFO  GenCommands - 02:55 5:0:7
22:55:07.420 [commands] INFO  GenCommands - 07:55 4:8:4
22:55:12.427 [commands] INFO  GenCommands - 12:55 7:3:7
22:55:17.434 [commands] INFO  GenCommands - 17:55 4:1:4
22:55:22.448 [commands] INFO  GenCommands - 22:55 6:5:7
22:55:27.462 [commands] INFO  GenCommands - 27:55 7:5:6
22:55:32.473 [commands] INFO  GenCommands - 32:55 3:0:7
22:55:37.481 [commands] INFO  GenCommands - 37:55 1:7:8
22:55:42.489 [commands] INFO  GenCommands - 42:55 5:0:5
22:55:47.500 [commands] INFO  GenCommands - 47:55 6:7:1
22:55:52.506 [commands] INFO  GenCommands - 52:55 7:3:8
22:55:57.507 [commands] INFO  GenCommands - 57:55 8:7:8
22:56:02.508 [commands] INFO  GenCommands - 02:56 8:4:1
22:56:07.513 [commands] INFO  GenCommands - 07:56 8:3:7
22:56:12.519 [commands] INFO  GenCommands - 12:56 1:4:4
22:56:17.530 [commands] INFO  GenCommands - 17:56 7:5:1
22:56:22.539 [commands] INFO  GenCommands - 22:56 3:1:2
22:56:27.541 [commands] INFO  GenCommands - 27:56 5:8:1
22:56:32.544 [commands] INFO  GenCommands - 32:56 7:2:7
22:56:37.556 [commands] INFO  GenCommands - 37:56 2:6:7
22:56:42.564 [commands] INFO  GenCommands - 42:56 8:0:8
22:56:47.577 [commands] INFO  GenCommands - 47:56 3:8:8
22:56:52.590 [commands] INFO  GenCommands - 52:56 2:8:7
22:56:57.600 [commands] INFO  GenCommands - 57:56 6:7:4
22:57:02.614 [commands] INFO  GenCommands - 02:57 5:7:1
22:57:07.626 [commands] INFO  GenCommands - 07:57 0:2:3
22:57:12.629 [commands] INFO  GenCommands - 12:57 1:8:2
22:57:17.639 [commands] INFO  GenCommands - 17:57 8:2:4
22:57:22.654 [commands] INFO  GenCommands - 22:57 1:8:5
22:57:27.656 [commands] INFO  GenCommands - 27:57 1:4:3
22:57:32.668 [commands] INFO  GenCommands - 32:57 3:1:5
22:57:37.677 [commands] INFO  GenCommands - 37:57 5:7:8
22:57:42.691 [commands] INFO  GenCommands - 42:57 4:5:8
23:01:24.596 [commands] INFO  GenCommands - 24:01 8:7:3
23:01:29.599 [commands] INFO  GenCommands - 29:01 4:2:4
23:01:34.600 [commands] INFO  GenCommands - 34:01 4:7:6
23:01:55.003 [commands] INFO  GenCommands - 54:01 0:8:7
23:02:58.436 [commands] INFO  GenCommands - 58:02 5:6:3
23:03:03.449 [commands] INFO  GenCommands - 03:03 6:4:8
23:03:08.458 [commands] INFO  GenCommands - 08:03 8:3:1
23:03:13.469 [commands] INFO  GenCommands - 13:03 3:2:6
23:03:18.476 [commands] INFO  GenCommands - 18:03 7:6:6
23:03:23.484 [commands] INFO  GenCommands - 23:03 5:1:5
23:03:28.491 [commands] INFO  GenCommands - 28:03 5:1:1
23:03:33.505 [commands] INFO  GenCommands - 33:03 4:3:5
23:03:45.274 [commands] INFO  GenCommands - 45:03 8:4:1
23:03:50.286 [commands] INFO  GenCommands - 50:03 5:0:4
23:03:55.300 [commands] INFO  GenCommands - 55:03 6:1:5
23:04:00.311 [commands] INFO  GenCommands - 00:04 4:6:2
23:04:05.315 [commands] INFO  GenCommands - 05:04 0:2:3
23:04:10.326 [commands] INFO  GenCommands - 10:04 8:5:1
23:04:46.418 [commands] INFO  GenCommands - 46:04 7:0:3
23:04:51.436 [commands] INFO  GenCommands - 51:04 7:1:5
23:04:56.440 [commands] INFO  GenCommands - 56:04 8:5:8
23:05:01.446 [commands] INFO  GenCommands - 01:05 1:0:8
23:05:06.459 [commands] INFO  GenCommands - 06:05 6:1:7
23:05:11.460 [commands] INFO  GenCommands - 11:05 6:8:2
23:05:33.211 [commands] INFO  GenCommands - 33:05 4:2:7
23:05:38.219 [commands] INFO  GenCommands - 38:05 8:7:7
23:05:43.219 [commands] INFO  GenCommands - 43:05 3:2:2
23:05:48.230 [commands] INFO  GenCommands - 48:05 6:4:6
23:05:53.241 [commands] INFO  GenCommands - 53:05 8:1:4
23:05:58.254 [commands] INFO  GenCommands - 58:05 5:7:2
23:06:03.262 [commands] INFO  GenCommands - 03:06 4:6:5
23:06:08.266 [commands] INFO  GenCommands - 08:06 6:3:5
23:06:13.278 [commands] INFO  GenCommands - 13:06 5:0:4
23:06:18.282 [commands] INFO  GenCommands - 18:06 1:7:1
23:06:23.286 [commands] INFO  GenCommands - 23:06 3:0:7
23:06:28.299 [commands] INFO  GenCommands - 28:06 8:7:8
23:06:33.303 [commands] INFO  GenCommands - 33:06 3:2:1
23:06:38.316 [commands] INFO  GenCommands - 38:06 5:0:1
23:06:43.317 [commands] INFO  GenCommands - 43:06 7:2:6
23:06:52.099 [commands] INFO  GenCommands - 52:06 2:1:7
23:06:57.109 [commands] INFO  GenCommands - 57:06 1:2:7
23:07:02.118 [commands] INFO  GenCommands - 02:07 8:3:4
23:07:07.131 [commands] INFO  GenCommands - 07:07 2:1:2
23:07:12.132 [commands] INFO  GenCommands - 12:07 3:5:2
23:07:17.142 [commands] INFO  GenCommands - 17:07 6:3:2
23:07:22.155 [commands] INFO  GenCommands - 22:07 2:4:1
23:07:27.163 [commands] INFO  GenCommands - 27:07 8:4:1
23:07:32.165 [commands] INFO  GenCommands - 32:07 4:7:7
23:07:37.177 [commands] INFO  GenCommands - 37:07 7:3:1
23:07:42.188 [commands] INFO  GenCommands - 42:07 7:1:8
23:07:47.201 [commands] INFO  GenCommands - 47:07 5:1:4
23:07:52.202 [commands] INFO  GenCommands - 52:07 8:7:5
23:07:57.208 [commands] INFO  GenCommands - 57:07 8:5:2
23:08:02.215 [commands] INFO  GenCommands - 02:08 0:7:6
23:08:07.228 [commands] INFO  GenCommands - 07:08 6:0:3
23:08:12.243 [commands] INFO  GenCommands - 12:08 8:6:6
23:08:17.255 [commands] INFO  GenCommands - 17:08 0:7:8
23:08:22.260 [commands] INFO  GenCommands - 22:08 6:5:6
23:08:27.275 [commands] INFO  GenCommands - 27:08 7:6:4
23:08:32.283 [commands] INFO  GenCommands - 32:08 1:4:4
23:08:37.295 [commands] INFO  GenCommands - 37:08 1:3:6
23:11:01.861 [commands] INFO  GenCommands - 01:11 5:1:5
23:11:06.865 [commands] INFO  GenCommands - 06:11 5:2:5
23:11:11.866 [commands] INFO  GenCommands - 11:11 2:8:2
23:11:16.867 [commands] INFO  GenCommands - 16:11 6:0:3
23:11:21.878 [commands] INFO  GenCommands - 21:11 1:8:7
23:11:26.893 [commands] INFO  GenCommands - 26:11 5:1:7
23:11:31.908 [commands] INFO  GenCommands - 31:11 8:6:3
23:11:36.917 [commands] INFO  GenCommands - 36:11 8:6:7
23:11:41.925 [commands] INFO  GenCommands - 41:11 8:7:1
23:11:46.930 [commands] INFO  GenCommands - 46:11 7:4:6
23:11:51.940 [commands] INFO  GenCommands - 51:11 4:8:5
23:11:56.943 [commands] INFO  GenCommands - 56:11 0:1:4
23:12:01.955 [commands] INFO  GenCommands - 01:12 3:1:7
23:12:06.970 [commands] INFO  GenCommands - 06:12 0:1:4
23:12:11.983 [commands] INFO  GenCommands - 11:12 3:0:6
23:12:16.991 [commands] INFO  GenCommands - 16:12 6:5:8
23:12:22.000 [commands] INFO  GenCommands - 22:12 1:4:1
23:12:27.006 [commands] INFO  GenCommands - 27:12 5:7:5
23:12:32.006 [commands] INFO  GenCommands - 32:12 2:6:8
23:12:37.017 [commands] INFO  GenCommands - 37:12 2:7:6
23:12:42.030 [commands] INFO  GenCommands - 42:12 0:8:4
23:15:41.922 [commands] INFO  GenCommands - 41:15 2:7:3
23:15:46.930 [commands] INFO  GenCommands - 46:15 6:5:1
23:15:51.939 [commands] INFO  GenCommands - 51:15 0:7:7
23:15:56.946 [commands] INFO  GenCommands - 56:15 2:5:4
23:16:01.956 [commands] INFO  GenCommands - 01:16 2:8:4
23:16:06.968 [commands] INFO  GenCommands - 06:16 7:6:8
23:16:11.981 [commands] INFO  GenCommands - 11:16 6:1:6
23:16:16.996 [commands] INFO  GenCommands - 16:16 2:8:4
23:16:22.004 [commands] INFO  GenCommands - 22:16 5:8:4
23:16:27.017 [commands] INFO  GenCommands - 27:16 2:0:6
23:16:32.032 [commands] INFO  GenCommands - 32:16 3:4:2
23:16:37.044 [commands] INFO  GenCommands - 37:16 8:7:5
23:16:42.058 [commands] INFO  GenCommands - 42:16 8:1:7
23:23:24.389 [commands] INFO  GenCommands - 24:23 6:7:6
23:23:29.395 [commands] INFO  GenCommands - 29:23 5:1:6
23:23:42.411 [commands] INFO  GenCommands - 42:23 4:0:1
23:23:47.424 [commands] INFO  GenCommands - 47:23 2:8:5
23:23:52.439 [commands] INFO  GenCommands - 52:23 6:2:7
23:23:57.439 [commands] INFO  GenCommands - 57:23 3:2:5
23:24:02.454 [commands] INFO  GenCommands - 02:24 0:7:7
23:24:07.466 [commands] INFO  GenCommands - 07:24 2:1:5
23:24:12.479 [commands] INFO  GenCommands - 12:24 2:4:6
23:24:17.485 [commands] INFO  GenCommands - 17:24 5:7:2
23:24:22.491 [commands] INFO  GenCommands - 22:24 1:3:3
23:24:27.504 [commands] INFO  GenCommands - 27:24 6:4:8
23:24:32.509 [commands] INFO  GenCommands - 32:24 3:6:2
23:24:37.514 [commands] INFO  GenCommands - 37:24 1:3:8
23:24:42.515 [commands] INFO  GenCommands - 42:24 1:4:6
23:24:47.523 [commands] INFO  GenCommands - 47:24 3:6:5
23:24:52.530 [commands] INFO  GenCommands - 52:24 8:7:3
23:24:57.538 [commands] INFO  GenCommands - 57:24 0:4:3
23:25:02.546 [commands] INFO  GenCommands - 02:25 3:5:5
23:25:07.549 [commands] INFO  GenCommands - 07:25 4:2:4
23:25:12.550 [commands] INFO  GenCommands - 12:25 8:0:7
23:26:58.071 [commands] INFO  GenCommands - 58:26 1:3:1
23:27:03.076 [commands] INFO  GenCommands - 03:27 4:5:4
23:27:08.089 [commands] INFO  GenCommands - 08:27 8:7:5
23:27:13.097 [commands] INFO  GenCommands - 13:27 4:8:8
23:27:18.100 [commands] INFO  GenCommands - 18:27 1:7:2
23:27:23.105 [commands] INFO  GenCommands - 23:27 2:3:6
23:27:28.116 [commands] INFO  GenCommands - 28:27 7:5:8
23:27:33.121 [commands] INFO  GenCommands - 33:27 6:8:8
23:27:38.124 [commands] INFO  GenCommands - 38:27 6:5:6
23:27:43.134 [commands] INFO  GenCommands - 43:27 4:1:8
23:27:48.148 [commands] INFO  GenCommands - 48:27 3:7:1
23:27:53.157 [commands] INFO  GenCommands - 53:27 4:8:2
23:27:58.168 [commands] INFO  GenCommands - 58:27 5:2:3
23:28:03.178 [commands] INFO  GenCommands - 03:28 4:6:5
23:28:08.180 [commands] INFO  GenCommands - 08:28 7:0:5
23:28:13.185 [commands] INFO  GenCommands - 13:28 5:2:4
23:28:18.199 [commands] INFO  GenCommands - 18:28 6:8:7
23:29:42.494 [commands] INFO  GenCommands - 42:29 7:4:5
23:29:47.502 [commands] INFO  GenCommands - 47:29 7:6:2
23:29:52.506 [commands] INFO  GenCommands - 52:29 3:8:2
23:29:57.509 [commands] INFO  GenCommands - 57:29 5:2:8
23:30:02.514 [commands] INFO  GenCommands - 02:30 3:6:1
23:30:07.519 [commands] INFO  GenCommands - 07:30 6:4:5
23:30:12.523 [commands] INFO  GenCommands - 12:30 8:2:3
23:30:17.538 [commands] INFO  GenCommands - 17:30 6:8:6
23:30:22.545 [commands] INFO  GenCommands - 22:30 6:3:6
23:30:27.546 [commands] INFO  GenCommands - 27:30 5:6:6
23:30:32.551 [commands] INFO  GenCommands - 32:30 1:6:7
23:30:37.552 [commands] INFO  GenCommands - 37:30 2:3:7
23:30:42.560 [commands] INFO  GenCommands - 42:30 5:7:7
23:30:47.563 [commands] INFO  GenCommands - 47:30 0:6:1
23:33:46.931 [commands] INFO  GenCommands - 46:33 7:1:6
23:33:51.941 [commands] INFO  GenCommands - 51:33 6:1:6
23:33:56.950 [commands] INFO  GenCommands - 56:33 4:8:6
23:34:01.963 [commands] INFO  GenCommands - 01:34 4:7:4
23:34:06.969 [commands] INFO  GenCommands - 06:34 8:7:8
23:34:11.983 [commands] INFO  GenCommands - 11:34 2:3:1
23:36:55.680 [commands] INFO  GenCommands - 55:36 0:5:4
23:37:00.689 [commands] INFO  GenCommands - 00:37 4:7:4
23:37:05.690 [commands] INFO  GenCommands - 05:37 1:5:4
23:37:10.702 [commands] INFO  GenCommands - 10:37 3:8:6
23:37:15.716 [commands] INFO  GenCommands - 15:37 7:8:4
23:37:20.725 [commands] INFO  GenCommands - 20:37 2:1:5
23:37:25.730 [commands] INFO  GenCommands - 25:37 7:1:5
23:37:30.742 [commands] INFO  GenCommands - 30:37 3:2:5
23:37:35.753 [commands] INFO  GenCommands - 35:37 0:6:2
23:37:40.768 [commands] INFO  GenCommands - 40:37 0:8:1
23:37:45.783 [commands] INFO  GenCommands - 45:37 1:5:2
23:37:50.787 [commands] INFO  GenCommands - 50:37 2:3:1
23:37:55.789 [commands] INFO  GenCommands - 55:37 0:6:8
23:38:00.804 [commands] INFO  GenCommands - 00:38 3:4:5
23:38:05.814 [commands] INFO  GenCommands - 05:38 0:7:1
23:38:10.819 [commands] INFO  GenCommands - 10:38 8:6:2
23:38:15.826 [commands] INFO  GenCommands - 15:38 5:7:5
23:38:20.833 [commands] INFO  GenCommands - 20:38 0:2:6
23:38:25.837 [commands] INFO  GenCommands - 25:38 6:8:6
23:38:30.841 [commands] INFO  GenCommands - 30:38 2:6:1
23:38:35.857 [commands] INFO  GenCommands - 35:38 1:0:8
23:38:40.868 [commands] INFO  GenCommands - 40:38 3:1:6
23:38:45.881 [commands] INFO  GenCommands - 45:38 1:8:5
23:38:50.889 [commands] INFO  GenCommands - 50:38 2:0:6
23:38:55.895 [commands] INFO  GenCommands - 55:38 8:4:3
23:39:00.901 [commands] INFO  GenCommands - 00:39 2:0:4
23:39:05.902 [commands] INFO  GenCommands - 05:39 3:6:7
23:39:10.916 [commands] INFO  GenCommands - 10:39 0:1:8
23:39:21.611 [commands] INFO  GenCommands - 21:39 4:8:5
23:39:26.625 [commands] INFO  GenCommands - 26:39 1:3:1
23:39:31.629 [commands] INFO  GenCommands - 31:39 8:0:2
23:39:36.638 [commands] INFO  GenCommands - 36:39 5:1:4
23:39:41.646 [commands] INFO  GenCommands - 41:39 5:0:3
23:39:46.662 [commands] INFO  GenCommands - 46:39 6:2:5
23:39:51.665 [commands] INFO  GenCommands - 51:39 8:3:6
23:39:56.674 [commands] INFO  GenCommands - 56:39 3:1:4
23:40:01.679 [commands] INFO  GenCommands - 01:40 1:8:8
23:40:06.687 [commands] INFO  GenCommands - 06:40 5:3:5
23:40:11.699 [commands] INFO  GenCommands - 11:40 6:1:4
23:40:16.705 [commands] INFO  GenCommands - 16:40 5:4:7
23:40:21.709 [commands] INFO  GenCommands - 21:40 6:7:2
23:40:26.711 [commands] INFO  GenCommands - 26:40 3:7:6
23:40:31.714 [commands] INFO  GenCommands - 31:40 7:2:8
23:40:36.721 [commands] INFO  GenCommands - 36:40 6:5:4
23:40:41.734 [commands] INFO  GenCommands - 41:40 0:7:3
23:40:46.746 [commands] INFO  GenCommands - 46:40 7:8:8
23:40:55.572 [commands] INFO  GenCommands - 55:40 5:0:6
23:41:00.580 [commands] INFO  GenCommands - 00:41 7:3:5
23:41:05.582 [commands] INFO  GenCommands - 05:41 2:5:5
23:41:10.588 [commands] INFO  GenCommands - 10:41 6:7:1
23:41:15.603 [commands] INFO  GenCommands - 15:41 3:6:2
23:41:20.612 [commands] INFO  GenCommands - 20:41 5:4:7
23:41:25.625 [commands] INFO  GenCommands - 25:41 4:3:8
23:41:30.638 [commands] INFO  GenCommands - 30:41 8:5:7
23:41:35.651 [commands] INFO  GenCommands - 35:41 6:3:5
23:41:40.654 [commands] INFO  GenCommands - 40:41 5:8:3
23:41:45.658 [commands] INFO  GenCommands - 45:41 3:2:5
23:41:50.668 [commands] INFO  GenCommands - 50:41 6:4:2
23:41:55.671 [commands] INFO  GenCommands - 55:41 6:7:8
23:42:00.678 [commands] INFO  GenCommands - 00:42 1:5:3
23:42:05.688 [commands] INFO  GenCommands - 05:42 4:7:7
23:42:10.689 [commands] INFO  GenCommands - 10:42 2:6:8
23:42:15.703 [commands] INFO  GenCommands - 15:42 6:7:8
23:45:39.692 [commands] INFO  GenCommands - 39:45 7:6:4
23:45:44.709 [commands] INFO  GenCommands - 44:45 2:5:2
23:45:49.717 [commands] INFO  GenCommands - 49:45 2:5:6
23:45:54.718 [commands] INFO  GenCommands - 54:45 5:3:2
23:45:59.732 [commands] INFO  GenCommands - 59:45 7:2:8
23:46:04.745 [commands] INFO  GenCommands - 04:46 6:2:5
23:46:09.749 [commands] INFO  GenCommands - 09:46 1:0:5
23:46:14.760 [commands] INFO  GenCommands - 14:46 1:8:4
23:46:19.769 [commands] INFO  GenCommands - 19:46 4:0:4
23:46:24.783 [commands] INFO  GenCommands - 24:46 5:7:3
23:46:29.787 [commands] INFO  GenCommands - 29:46 7:1:8
23:46:34.797 [commands] INFO  GenCommands - 34:46 5:3:8
23:46:39.813 [commands] INFO  GenCommands - 39:46 1:2:6
23:46:44.826 [commands] INFO  GenCommands - 44:46 5:1:2
23:46:49.833 [commands] INFO  GenCommands - 49:46 4:7:2
23:46:54.846 [commands] INFO  GenCommands - 54:46 3:6:3
23:46:59.855 [commands] INFO  GenCommands - 59:46 3:7:4
23:47:04.857 [commands] INFO  GenCommands - 04:47 4:5:3
23:47:09.865 [commands] INFO  GenCommands - 09:47 7:2:4
23:47:14.879 [commands] INFO  GenCommands - 14:47 7:6:3
23:47:19.889 [commands] INFO  GenCommands - 19:47 0:3:8
23:47:24.897 [commands] INFO  GenCommands - 24:47 7:3:2
23:47:29.908 [commands] INFO  GenCommands - 29:47 7:1:8
23:47:34.913 [commands] INFO  GenCommands - 34:47 8:3:4
23:47:39.921 [commands] INFO  GenCommands - 39:47 3:5:3
23:47:44.934 [commands] INFO  GenCommands - 44:47 4:8:6
23:47:49.942 [commands] INFO  GenCommands - 49:47 7:0:1
23:47:54.946 [commands] INFO  GenCommands - 54:47 0:4:6
23:47:59.949 [commands] INFO  GenCommands - 59:47 6:7:1
23:50:34.697 [commands] INFO  GenCommands - 34:50 3:5:7
23:50:39.701 [commands] INFO  GenCommands - 39:50 0:4:3
23:50:44.705 [commands] INFO  GenCommands - 44:50 4:7:7
23:50:49.719 [commands] INFO  GenCommands - 49:50 3:2:6
23:50:54.720 [commands] INFO  GenCommands - 54:50 5:2:6
23:50:59.721 [commands] INFO  GenCommands - 59:50 3:5:8
23:51:04.733 [commands] INFO  GenCommands - 04:51 7:1:5
23:51:09.745 [commands] INFO  GenCommands - 09:51 8:4:3
23:51:14.752 [commands] INFO  GenCommands - 14:51 5:8:7
23:51:19.767 [commands] INFO  GenCommands - 19:51 8:5:4
23:51:24.771 [commands] INFO  GenCommands - 24:51 5:6:1
23:51:29.774 [commands] INFO  GenCommands - 29:51 6:1:4
23:51:34.789 [commands] INFO  GenCommands - 34:51 4:3:7
23:51:39.791 [commands] INFO  GenCommands - 39:51 5:8:7
23:51:44.802 [commands] INFO  GenCommands - 44:51 7:2:5
23:51:49.803 [commands] INFO  GenCommands - 49:51 8:5:5
23:51:54.804 [commands] INFO  GenCommands - 54:51 8:2:5
23:51:59.809 [commands] INFO  GenCommands - 59:51 3:5:7
23:52:04.819 [commands] INFO  GenCommands - 04:52 6:0:6
23:52:09.834 [commands] INFO  GenCommands - 09:52 6:2:4
23:52:14.839 [commands] INFO  GenCommands - 14:52 2:1:1
23:52:19.841 [commands] INFO  GenCommands - 19:52 2:0:2
23:52:24.845 [commands] INFO  GenCommands - 24:52 4:6:1
23:52:29.849 [commands] INFO  GenCommands - 29:52 8:2:7
23:52:34.863 [commands] INFO  GenCommands - 34:52 7:6:2
23:52:39.875 [commands] INFO  GenCommands - 39:52 6:3:2
23:52:44.876 [commands] INFO  GenCommands - 44:52 3:6:2
23:52:49.879 [commands] INFO  GenCommands - 49:52 0:4:5
23:52:54.881 [commands] INFO  GenCommands - 54:52 3:5:8
23:52:59.883 [commands] INFO  GenCommands - 59:52 6:4:4
23:53:04.898 [commands] INFO  GenCommands - 04:53 8:1:7
23:53:09.908 [commands] INFO  GenCommands - 09:53 1:3:6
23:53:14.911 [commands] INFO  GenCommands - 14:53 2:3:7
23:53:19.921 [commands] INFO  GenCommands - 19:53 5:4:2
23:53:24.933 [commands] INFO  GenCommands - 24:53 1:7:4
23:53:29.947 [commands] INFO  GenCommands - 29:53 6:5:1
23:53:34.956 [commands] INFO  GenCommands - 34:53 7:5:5
23:53:39.968 [commands] INFO  GenCommands - 39:53 3:2:7
23:56:26.542 [commands] INFO  GenCommands - 26:56 7:1:5
23:56:31.548 [commands] INFO  GenCommands - 31:56 3:5:5
23:56:36.551 [commands] INFO  GenCommands - 36:56 8:5:8
23:56:41.557 [commands] INFO  GenCommands - 41:56 5:3:1
